x,p,d,q,P,D,Q,p_norm,p_estac,p_ind,AIC.model
107,0,0,0,4,1,4,0.000193848691585375,0.564425750412272,1.87573290233445e-11,187.983314327591
106,0,0,0,4,1,3,0.000193950375224802,0.56447031461318,1.86898274634473e-11,185.983433535875
105,0,0,0,4,1,2,0.000194327099536888,0.564481786274152,1.88421500624258e-11,183.984178006002
218,0,0,1,3,0,1,0.000203458796169777,0.484869142089995,7.41070865614146e-05,126.564810330967
146,0,0,1,0,0,1,0.000208138352044803,0.569504072350836,1.12884094716215e-06,136.438243476382
169,0,0,1,1,0,0,0.00021396163137227,0.570974694511466,1.08933424591839e-06,136.459462670735
219,0,0,1,3,0,2,0.000221053664655075,0.441754990590507,9.19737159984502e-05,127.599434913563
1183,0,1,2,1,1,0,0.000250768869467119,0.043781807000127,0.53828165773509,71.8506861044016
220,0,0,1,3,0,3,0.000265339707734161,0.428896799763958,0.000108113471598115,128.91328936062
198,0,0,1,2,0,5,0.000272680902297316,0.421021501759693,9.72485564404435e-05,130.372492471691
156,0,0,1,0,1,5,0.000277531937667151,0.577365584293094,9.83438109780632e-06,145.763411604508
196,0,0,1,2,0,3,0.000318151080281943,0.440898172105799,0.000106581444730081,126.967809064041
808,0,0,5,3,2,3,0.000331705148590719,0.566113207239755,0.96000018834933,96.5857778004634
1482,0,1,4,1,2,5,0.00033307358685248,0.0853437088796077,0.970048795895236,104.480098758112
1626,0,1,5,1,2,5,0.00036080181972606,0.0224048972921321,0.684304757453348,105.492873587335
145,0,0,1,0,0,0,0.000370628549193015,0.576225398392592,8.43695015739776e-07,134.636566774702
810,0,0,5,3,2,5,0.000383041557763024,0.540413156627723,0.909904616094482,99.8532092753565
811,0,0,5,3,2,5,0.000383041557763024,0.540413156627723,0.909904616094482,99.8532092753565
812,0,0,5,3,2,5,0.000383041557763024,0.540413156627723,0.909904616094482,99.8532092753565
813,0,0,5,3,2,5,0.000383041557763024,0.540413156627723,0.909904616094482,99.8532092753565
814,0,0,5,3,2,5,0.000383041557763024,0.540413156627723,0.909904616094482,99.8532092753565
815,0,0,5,3,2,5,0.000383041557763024,0.540413156627723,0.909904616094482,99.8532092753565
816,0,0,5,3,2,5,0.000383041557763024,0.540413156627723,0.909904616094482,99.8532092753565
242,0,0,1,4,0,1,0.000383748095369402,0.348129603299113,0.000514304259672249,123.368629057448
1159,0,1,2,0,1,0,0.000392559581999178,0.0681651534824715,0.324166759753206,89.4653161655162
160,0,0,1,0,2,3,0.000401915725224397,0.682777301882122,3.86871938962141e-06,147.126713620229
181,0,0,1,1,2,0,0.000402060703307604,0.621520839617445,4.91993681017711e-07,164.278898266354
158,0,0,1,0,2,1,0.000435936726024826,0.565751728179526,3.55101014981596e-06,156.097646077277
222,0,0,1,3,0,5,0.000440338906741909,0.409011729793602,0.000138651760648201,130.503294932562
1624,0,1,5,1,2,3,0.000457632355260193,0.0299735571870557,0.751916683334451,102.187877687746
1458,0,1,4,0,2,5,0.000468804095644823,0.0910013499375189,0.972349472346055,101.854511742507
1327,0,1,3,1,1,0,0.000510479955429276,0.09602588989709,0.809832652628442,70.1636516870858
1381,0,1,3,3,2,0,0.000510875691193355,0.118055202789839,0.807312431716313,94.5497267707522
809,0,0,5,3,2,4,0.000517626725818566,0.534121911111937,0.800188298921073,97.5325577625464
1601,0,1,5,0,2,4,0.000524489806548198,0.0271236744553776,0.717133025187141,101.470130252406
193,0,0,1,2,0,0,0.000560596138313388,0.545641354522722,1.46739925321882e-06,138.041030184316
1600,0,1,5,0,2,3,0.000572685745016453,0.0259359280283031,0.707603924646908,99.529381934564
1625,0,1,5,1,2,4,0.000582909932556803,0.0253596500091369,0.719565558624328,103.445848915784
228,0,0,1,3,1,5,0.000591420167111156,0.721018391668271,4.15409330084549e-05,151.52519280853
229,0,0,1,3,1,5,0.000591420167111156,0.721018391668271,4.15409330084549e-05,151.52519280853
230,0,0,1,3,1,5,0.000591420167111156,0.721018391668271,4.15409330084549e-05,151.52519280853
231,0,0,1,3,1,5,0.000591420167111156,0.721018391668271,4.15409330084549e-05,151.52519280853
232,0,0,1,3,1,5,0.000591420167111156,0.721018391668271,4.15409330084549e-05,151.52519280853
233,0,0,1,3,1,5,0.000591420167111156,0.721018391668271,4.15409330084549e-05,151.52519280853
234,0,0,1,3,1,5,0.000591420167111156,0.721018391668271,4.15409330084549e-05,151.52519280853
235,0,0,1,3,1,5,0.000591420167111156,0.721018391668271,4.15409330084549e-05,151.52519280853
236,0,0,1,3,1,5,0.000591420167111156,0.721018391668271,4.15409330084549e-05,151.52519280853
237,0,0,1,3,1,5,0.000591420167111156,0.721018391668271,4.15409330084549e-05,151.52519280853
238,0,0,1,3,1,5,0.000591420167111156,0.721018391668271,4.15409330084549e-05,151.52519280853
239,0,0,1,3,1,5,0.000591420167111156,0.721018391668271,4.15409330084549e-05,151.52519280853
240,0,0,1,3,1,5,0.000591420167111156,0.721018391668271,4.15409330084549e-05,151.52519280853
248,0,0,1,4,1,1,0.000614958320860221,0.447956614155162,0.0029678426601456,136.630370540798
221,0,0,1,3,0,4,0.000643090295501509,0.449853369547321,0.000101984186308468,130.495384374356
1360,0,1,3,2,2,3,0.000648318050855396,0.154139939942571,0.523812022565274,100.149681879205
1361,0,1,3,2,2,4,0.000656960432330858,0.178010298071824,0.647499008764326,103.542105238099
306,0,0,2,0,2,5,0.000688663473101348,0.641309643909129,2.21209404349665e-06,116.061727466991
330,0,0,2,1,2,5,0.000693876143057005,0.639571978508041,1.9567463321879e-06,117.902600980979
331,0,0,2,1,2,5,0.000693876143057005,0.639571978508041,1.9567463321879e-06,117.902600980979
174,0,0,1,1,0,5,0.000708342171904523,0.485343415431962,3.22534308835332e-05,129.457265373239
186,0,0,1,1,2,5,0.000711636483773183,0.617532344566689,7.75460844448794e-06,151.019375262055
1358,0,1,3,2,2,1,0.000716364705964036,0.182262991554286,0.680534622059128,97.998556097948
185,0,0,1,1,2,4,0.000732440988653301,0.596301290181766,1.2547931997009e-05,148.573576570549
1477,0,1,4,1,2,0,0.000736595124764938,0.148126228790779,0.967301811846013,112.029000406017
1457,0,1,4,0,2,4,0.000772833043553355,0.0844623265825845,0.972189854471372,100.530221617682
1333,0,1,3,1,2,0,0.000778767811904158,0.13305914785389,0.905657281971629,110.045559283002
161,0,0,1,0,2,4,0.000786330810020199,0.609863378781905,8.5996474263883e-06,147.104929125789
1471,0,1,4,1,1,0,0.0007924002540474,0.181924698504785,0.795281988346981,71.4636295081231
175,0,0,1,1,1,0,0.000798519835406389,0.660988699338069,2.05893785920619e-06,143.857344276204
1359,0,1,3,2,2,2,0.000805078451592383,0.176220139828179,0.636825693576426,99.5154018982877
183,0,0,1,1,2,2,0.000837490609520629,0.642657836414352,3.16183556969829e-06,147.939271576798
329,0,0,2,1,2,4,0.000850467779316853,0.641217844162381,8.63009649187951e-07,116.569855644503
1314,0,1,3,0,2,5,0.000853773042450857,0.16869889681591,0.730544543262853,100.132298237514
445,0,0,3,0,2,0,0.000879226381418025,0.605302731700819,0.0864315285226752,132.591559243477
249,0,0,1,4,1,2,0.000929044493051498,0.452982693253529,0.00426566936366757,137.917897180367
1456,0,1,4,0,2,3,0.000964366730550149,0.0825700524000573,0.961610562403902,98.5917526076953
1615,0,1,5,1,1,0,0.000980224408465416,0.0309332493387064,0.905364325682629,70.4485040235155
1312,0,1,3,0,2,3,0.000984075759606288,0.131761030697365,0.760432329814845,96.6644628625696
805,0,0,5,3,2,0,0.000999831237177741,0.603719428968767,0.803827964265327,91.796922261057
806,0,0,5,3,2,0,0.000999831237177741,0.603719428968767,0.803827964265327,91.796922261057
1336,0,1,3,1,2,3,0.00102031243494416,0.138009550978985,0.779384364403973,98.9940519521193
162,0,0,1,0,2,5,0.00102596804211763,0.586029994609326,2.29280329133719e-05,147.30599884014
159,0,0,1,0,2,2,0.0010561145633665,0.620500862851009,3.5928186049583e-06,146.299617506972
1599,0,1,5,0,2,2,0.00106870704167383,0.0348367645535593,0.772496273948172,98.068558544481
184,0,0,1,1,2,3,0.00107864461333943,0.610801268645453,4.12669287130907e-06,150.268701616711
241,0,0,1,4,0,0,0.00109534475400513,0.412268161500235,0.000265704696133295,123.639979778378
250,0,0,1,4,1,3,0.00116036017106275,0.456819681626854,0.00501338258460537,139.55646318728
305,0,0,2,0,2,4,0.00120878944286826,0.638918769907412,4.67998313546936e-07,114.96545360431
590,0,0,4,0,2,1,0.00122369729742837,0.61617930067931,0.480386853276352,108.599897733372
1337,0,1,3,1,2,4,0.00124660032091529,0.124813009306579,0.745772051984557,100.814380671406
7,0,0,0,0,1,0,0.00129806472134825,0.609320804390812,1.66533453693773e-15,205.74171253127
195,0,0,1,2,0,2,0.0013281116573384,0.510147214628218,6.65505019413759e-05,127.842833168486
182,0,0,1,1,2,1,0.00134791596333953,0.636618851560054,1.1747105176374e-06,151.724106145775
1479,0,1,4,1,2,2,0.00137840460449163,0.0947814455972942,0.969516027901261,101.133378345835
1480,0,1,4,1,2,3,0.00137910532950803,0.0933400762195561,0.983433307067192,100.950212864627
251,0,0,1,4,1,4,0.00139827915451022,0.458549909331535,0.00580872639742158,141.321842469793
1313,0,1,3,0,2,4,0.00140167943504146,0.14749427586478,0.768102988315022,98.7571715756409
1455,0,1,4,0,2,2,0.00140219259210752,0.0948533580776601,0.981306939982795,96.9281734371655
304,0,0,2,0,2,3,0.00144171763351835,0.681199260400127,7.91132409583284e-08,116.430949841704
446,0,0,3,0,2,1,0.0014624307174146,0.589274495617974,0.152678263636172,108.14400217515
252,0,0,1,4,1,5,0.00148201074264591,0.45643807022658,0.00603668784486677,143.233233090524
253,0,0,1,4,1,5,0.00148201074264591,0.45643807022658,0.00603668784486677,143.233233090524
254,0,0,1,4,1,5,0.00148201074264591,0.45643807022658,0.00603668784486677,143.233233090524
255,0,0,1,4,1,5,0.00148201074264591,0.45643807022658,0.00603668784486677,143.233233090524
256,0,0,1,4,1,5,0.00148201074264591,0.45643807022658,0.00603668784486677,143.233233090524
257,0,0,1,4,1,5,0.00148201074264591,0.45643807022658,0.00603668784486677,143.233233090524
258,0,0,1,4,1,5,0.00148201074264591,0.45643807022658,0.00603668784486677,143.233233090524
259,0,0,1,4,1,5,0.00148201074264591,0.45643807022658,0.00603668784486677,143.233233090524
260,0,0,1,4,1,5,0.00148201074264591,0.45643807022658,0.00603668784486677,143.233233090524
261,0,0,1,4,1,5,0.00148201074264591,0.45643807022658,0.00603668784486677,143.233233090524
262,0,0,1,4,1,5,0.00148201074264591,0.45643807022658,0.00603668784486677,143.233233090524
263,0,0,1,4,1,5,0.00148201074264591,0.45643807022658,0.00603668784486677,143.233233090524
264,0,0,1,4,1,5,0.00148201074264591,0.45643807022658,0.00603668784486677,143.233233090524
327,0,0,2,1,2,2,0.00154406458220588,0.678689604971797,7.94695306227666e-08,116.433448366296
303,0,0,2,0,2,2,0.00160785993020379,0.67704484472027,7.97720662859547e-08,114.43505743151
617,0,0,4,1,2,4,0.00161963212194017,0.712351254379722,0.693121227847693,105.263531566209
1478,0,1,4,1,2,1,0.00166041720965838,0.0985296939485002,0.9603085768968,100.133435298843
594,0,0,4,0,2,5,0.00166575752356224,0.711267214501315,0.702545351568388,105.259071884224
593,0,0,4,0,2,4,0.00166706658091763,0.711447562845215,0.704127472881266,103.259113765698
1362,0,1,3,2,2,5,0.00166782217883951,0.161811658774791,0.737976669479827,104.657792615654
150,0,0,1,0,0,5,0.00176361530059683,0.474319785260205,3.47216606021439e-05,127.926063165639
448,0,0,3,0,2,3,0.00186289589117401,0.721337640608246,0.306981645595648,101.085084278802
1621,0,1,5,1,2,0,0.00192929656706731,0.0527075166004246,0.904117058681398,113.253756843766
328,0,0,2,1,2,3,0.00194931714486471,0.639838984741932,1.74357753679466e-07,117.722438205528
1334,0,1,3,1,2,1,0.00205574089369961,0.128513779064747,0.910384273944521,98.2069597685619
471,0,0,3,1,2,2,0.00206701429680993,0.704301002810622,0.289569330833938,101.211310740642
1335,0,1,3,1,2,2,0.00208406408368491,0.1304650284716,0.886055371415182,100.065181910928
472,0,0,3,1,2,3,0.0021002071120206,0.688942681178489,0.259912522940008,103.310927098354
1311,0,1,3,0,2,2,0.00210073114456201,0.153219399373166,0.77296506318767,95.2337486478228
1623,0,1,5,1,2,2,0.00218290374139322,0.0347975059120088,0.803837903899142,102.420087688938
1481,0,1,4,1,2,4,0.00219110087362347,0.0951903883516954,0.985267094539641,104.361336197474
592,0,0,4,0,2,3,0.00236821243701045,0.732029675883337,0.651315297004871,102.433397403987
450,0,0,3,0,2,5,0.00247402874554203,0.699618579060105,0.4171852528962,103.76172504447
473,0,0,3,1,2,4,0.00252480714884211,0.698054524486296,0.40401345134106,103.772814639383
738,0,0,5,0,2,5,0.00253245602553467,0.617300129593423,0.645786557136588,97.8943357208642
449,0,0,3,0,2,4,0.00255565094731318,0.696681463994009,0.392547613369213,101.782424353674
591,0,0,4,0,2,2,0.00264748262537719,0.700086311023561,0.622159074190304,100.628748418632
474,0,0,3,1,2,5,0.00267326542884176,0.663905837843517,0.298842573230346,104.878221321091
295,0,0,2,0,1,0,0.00269004982110097,0.576573011112602,7.70930598692487e-07,114.202347442855
758,0,0,5,1,2,1,0.00269619226204608,0.594975217783019,0.572374906910419,97.8433600536463
615,0,0,4,1,2,2,0.00272695372232183,0.718886624295066,0.637854194624938,102.512727460394
447,0,0,3,0,2,2,0.0027493375613128,0.681273779297353,0.275096023539932,99.3853097685154
618,0,0,4,1,2,5,0.00276867846105028,0.678361590310909,0.662178844513523,106.06138933428
619,0,0,4,1,2,5,0.00276867846105028,0.678361590310909,0.662178844513523,106.06138933428
1622,0,1,5,1,2,1,0.00292058212913587,0.0376413061013866,0.834337139067911,101.254049795983
616,0,0,4,1,2,3,0.00297653768043595,0.710053584601881,0.621775968915395,104.500082830864
1598,0,1,5,0,2,1,0.00317963503462198,0.062139074808495,0.913768000927899,106.994256028678
326,0,0,2,1,2,1,0.00320785159702497,0.66086375769953,3.71505702867481e-08,119.756047568348
761,0,0,5,1,2,4,0.00322049521121968,0.6147646642103,0.649638543834317,97.9546497645077
289,0,0,2,0,0,0,0.00364150263946644,0.550755381444296,6.06548840120791e-06,98.9905942758431
171,0,0,1,1,0,2,0.00384519209552727,0.544671563799157,3.88837909814921e-06,133.651443186813
194,0,0,1,2,0,1,0.00393960784948999,0.528667836271505,1.10558463077837e-05,131.409314787185
470,0,0,3,1,2,1,0.00421227176394558,0.669299091754865,0.188272411795418,103.6032831464
1310,0,1,3,0,2,1,0.00437175163493428,0.186735504429174,0.860190140302156,103.631863669386
762,0,0,5,1,2,5,0.00466980266215012,0.610449115314966,0.659793901838909,100.04849690826
737,0,0,5,0,2,4,0.00470039237566004,0.610427397744451,0.662659344688493,96.0485315672711
1454,0,1,4,0,2,1,0.00499136073868548,0.136872392442267,0.928296779851128,105.391034247363
760,0,0,5,1,2,3,0.00546750900823298,0.601004340960601,0.629995259589633,97.6565040451545
170,0,0,1,1,0,1,0.00558651352053882,0.573022986768298,1.32733012614406e-06,134.259010618406
735,0,0,5,0,2,2,0.00610524156134431,0.607476620745076,0.621778178215792,93.7296054980263
292,0,0,2,0,0,3,0.00641978101913139,0.511290170915865,3.35361797054734e-05,99.3730993871326
1591,0,1,5,0,1,0,0.00659276398180339,0.035037503506972,0.800754070538154,87.0251968289011
727,0,0,5,0,1,0,0.00698667359388139,0.515679900873333,0.614914514793769,88.806192335455
759,0,0,5,1,2,2,0.00705994799036052,0.617528662964262,0.608009972325553,95.6516988734952
736,0,0,5,0,2,3,0.00715641158093786,0.62419089342417,0.599987812251763,95.6008917051839
298,0,0,2,0,1,3,0.00787866829598874,0.639417714277175,8.37251565077857e-07,106.831129299464
313,0,0,2,1,0,0,0.0079269902646338,0.545592255972818,2.77684126492872e-06,98.6207445422618
322,0,0,2,1,1,3,0.00832576135432275,0.636881935041628,7.79422401508967e-07,108.808300525114
299,0,0,2,0,1,4,0.00845985486735971,0.636141524059006,7.60040801961459e-07,108.801071087748
614,0,0,4,1,2,1,0.00862059522500891,0.687440669916048,0.564892730168422,104.587777342507
291,0,0,2,0,0,2,0.00869032851921511,0.532669859638132,3.67348053498251e-06,100.394462966972
300,0,0,2,0,1,5,0.00903444845549844,0.630295418672965,6.47999275682487e-07,110.606427680241
346,0,0,2,2,1,3,0.00906068618926853,0.63073685209121,8.95268618461564e-07,110.491787678316
314,0,0,2,1,0,1,0.00950019240822216,0.536812730110935,3.36389733901488e-06,100.42621452722
290,0,0,2,0,0,1,0.00977310271566711,0.538671483868015,3.2396819151792e-06,98.4390900379177
338,0,0,2,2,0,1,0.00996119306615463,0.527253567648196,4.18684511382938e-06,102.22327335588
345,0,0,2,2,1,2,0.0103247652954284,0.62609399680567,8.34304481278636e-07,108.639628740046
323,0,0,2,1,1,4,0.0103761457305841,0.632816672851596,5.15262056355326e-07,110.415881752306
337,0,0,2,2,0,0,0.0104911418347185,0.523774540869541,4.67895855638112e-06,100.055967456823
316,0,0,2,1,0,3,0.0122277412099572,0.526275409916594,3.3334203140778e-05,99.7938107964195
315,0,0,2,1,0,2,0.0129385462460403,0.524285248934472,2.60250918554528e-05,98.9679063601231
1447,0,1,4,0,1,0,0.013689102040236,0.109977797948701,0.908028554748349,86.6560741066844
1303,0,1,3,0,1,0,0.014610944714129,0.167647753145075,0.839842065728874,84.950687273321
348,0,0,2,2,1,5,0.0149506203135646,0.64267421472996,1.1322494570809e-06,112.235317536768
349,0,0,2,2,1,5,0.0149506203135646,0.64267421472996,1.1322494570809e-06,112.235317536768
350,0,0,2,2,1,5,0.0149506203135646,0.64267421472996,1.1322494570809e-06,112.235317536768
351,0,0,2,2,1,5,0.0149506203135646,0.64267421472996,1.1322494570809e-06,112.235317536768
352,0,0,2,2,1,5,0.0149506203135646,0.64267421472996,1.1322494570809e-06,112.235317536768
353,0,0,2,2,1,5,0.0149506203135646,0.64267421472996,1.1322494570809e-06,112.235317536768
354,0,0,2,2,1,5,0.0149506203135646,0.64267421472996,1.1322494570809e-06,112.235317536768
355,0,0,2,2,1,5,0.0149506203135646,0.64267421472996,1.1322494570809e-06,112.235317536768
356,0,0,2,2,1,5,0.0149506203135646,0.64267421472996,1.1322494570809e-06,112.235317536768
357,0,0,2,2,1,5,0.0149506203135646,0.64267421472996,1.1322494570809e-06,112.235317536768
358,0,0,2,2,1,5,0.0149506203135646,0.64267421472996,1.1322494570809e-06,112.235317536768
359,0,0,2,2,1,5,0.0149506203135646,0.64267421472996,1.1322494570809e-06,112.235317536768
360,0,0,2,2,1,5,0.0149506203135646,0.64267421472996,1.1322494570809e-06,112.235317536768
347,0,0,2,2,1,4,0.015004335380542,0.6430664598186,1.18237459267867e-06,110.247357441882
340,0,0,2,2,0,3,0.0156456431210474,0.550123609908626,4.12377140257547e-06,105.847522970772
361,0,0,2,3,0,0,0.0173071543770768,0.502405321763398,2.56159138211087e-05,99.0004310728449
439,0,0,3,0,1,0,0.0196925620177441,0.59458403384115,0.231562975624701,97.2199707304798
364,0,0,2,3,0,3,0.0199188789650054,0.509355209234575,0.000190977576064899,102.47064207052
363,0,0,2,3,0,2,0.0212437469670879,0.52192433319324,0.00014836126236295,100.498956443008
341,0,0,2,2,0,4,0.0219343004595871,0.52609607995852,0.00013444436983312,102.524409208987
583,0,0,4,0,1,0,0.0234569739667703,0.65616606436757,0.447657891819034,99.3544010102341
362,0,0,2,3,0,1,0.0239681395500993,0.530501024182818,0.000100620418484243,98.7620679296246
319,0,0,2,1,1,0,0.0241972930933604,0.642595550716685,2.64792782478374e-07,107.088237512945
339,0,0,2,2,0,2,0.0245724642342139,0.526273281833873,0.000134081499151062,98.5157532322246
296,0,0,2,0,1,1,0.0256697858451616,0.606322006352939,7.36465847417378e-07,104.557687818803
293,0,0,2,0,0,4,0.0266342284528789,0.535456292704243,9.60110964653982e-05,98.3381282595223
320,0,0,2,1,1,1,0.0269930735585101,0.604520640356645,7.60783373743301e-07,106.556157361568
297,0,0,2,0,1,2,0.027365602463078,0.604021135484378,7.67440819338105e-07,106.555648854497
344,0,0,2,2,1,1,0.0280088904126306,0.60757060269863,1.0528474736482e-06,108.047988857304
343,0,0,2,2,1,0,0.0290768643772199,0.605562318708899,9.9456027835565e-07,106.067539981481
317,0,0,2,1,0,4,0.0328776257298759,0.530596467722212,0.00014838574242293,99.5879464035694
385,0,0,2,4,0,0,0.0338411737526432,0.51862568036128,0.000283399211051583,97.9954154416168
391,0,0,2,4,1,0,0.0352818310581024,0.687178093365399,3.11808273922853e-06,105.370456091709
679,0,0,4,4,1,0,0.0353808657949951,0.551889184157489,0.932704273373599,86.8217953605447
321,0,0,2,1,1,2,0.0409318387071071,0.5944245339498,1.19042287172189e-06,108.391887842956
392,0,0,2,4,1,1,0.0496343463626717,0.687301893361815,4.71223826326028e-06,105.269472487774
342,0,0,2,2,0,5,0.0513849159171115,0.514806485850934,0.000257219695637523,103.138718218268
365,0,0,2,3,0,4,0.0524469154617768,0.512765099577045,0.000281201111244966,103.15941011062
388,0,0,2,4,0,3,0.0531015110653398,0.460712942378355,0.00129242261937412,101.403815028331
412,0,0,2,5,0,3,0.0552315698238326,0.456941831245133,0.00133908136325511,103.487270797263
389,0,0,2,4,0,4,0.0560600838610945,0.462468834961504,0.00131759202353476,103.402692326272
411,0,0,2,5,0,2,0.0561487417266149,0.458901742125705,0.00127485432289987,101.501153369277
410,0,0,2,5,0,1,0.0601093795876618,0.448881604630974,0.00130776514147146,99.7373153210852
636,0,0,4,2,1,5,0.0605063192652868,0.592722852841926,0.970786457779146,92.9573248406003
637,0,0,4,2,1,5,0.0605063192652868,0.592722852841926,0.970786457779146,92.9573248406003
638,0,0,4,2,1,5,0.0605063192652868,0.592722852841926,0.970786457779146,92.9573248406003
639,0,0,4,2,1,5,0.0605063192652868,0.592722852841926,0.970786457779146,92.9573248406003
640,0,0,4,2,1,5,0.0605063192652868,0.592722852841926,0.970786457779146,92.9573248406003
641,0,0,4,2,1,5,0.0605063192652868,0.592722852841926,0.970786457779146,92.9573248406003
642,0,0,4,2,1,5,0.0605063192652868,0.592722852841926,0.970786457779146,92.9573248406003
318,0,0,2,1,0,5,0.0617522003423552,0.51152858619234,0.000304957704014841,101.138864512593
409,0,0,2,5,0,0,0.0623602868811516,0.437707467119861,0.00126840510597093,98.3236160875549
393,0,0,2,4,1,2,0.0647177733420563,0.678029777515946,6.74664671085345e-06,106.624765712936
151,0,0,1,0,1,0,0.0687497947835549,0.557509204109721,5.9203013395015e-06,155.167146315618
366,0,0,2,3,0,5,0.0688799577347146,0.492210357403778,0.000401153239493079,105.050384061881
367,0,0,2,3,0,5,0.0688799577347146,0.492210357403778,0.000401153239493079,105.050384061881
368,0,0,2,3,0,5,0.0688799577347146,0.492210357403778,0.000401153239493079,105.050384061881
369,0,0,2,3,0,5,0.0688799577347146,0.492210357403778,0.000401153239493079,105.050384061881
370,0,0,2,3,0,5,0.0688799577347146,0.492210357403778,0.000401153239493079,105.050384061881
371,0,0,2,3,0,5,0.0688799577347146,0.492210357403778,0.000401153239493079,105.050384061881
372,0,0,2,3,0,5,0.0688799577347146,0.492210357403778,0.000401153239493079,105.050384061881
373,0,0,2,3,0,5,0.0688799577347146,0.492210357403778,0.000401153239493079,105.050384061881
374,0,0,2,3,0,5,0.0688799577347146,0.492210357403778,0.000401153239493079,105.050384061881
375,0,0,2,3,0,5,0.0688799577347146,0.492210357403778,0.000401153239493079,105.050384061881
376,0,0,2,3,0,5,0.0688799577347146,0.492210357403778,0.000401153239493079,105.050384061881
377,0,0,2,3,0,5,0.0688799577347146,0.492210357403778,0.000401153239493079,105.050384061881
378,0,0,2,3,0,5,0.0688799577347146,0.492210357403778,0.000401153239493079,105.050384061881
379,0,0,2,3,0,5,0.0688799577347146,0.492210357403778,0.000401153239493079,105.050384061881
380,0,0,2,3,0,5,0.0688799577347146,0.492210357403778,0.000401153239493079,105.050384061881
381,0,0,2,3,0,5,0.0688799577347146,0.492210357403778,0.000401153239493079,105.050384061881
382,0,0,2,3,0,5,0.0688799577347146,0.492210357403778,0.000401153239493079,105.050384061881
383,0,0,2,3,0,5,0.0688799577347146,0.492210357403778,0.000401153239493079,105.050384061881
384,0,0,2,3,0,5,0.0688799577347146,0.492210357403778,0.000401153239493079,105.050384061881
414,0,0,2,5,0,5,0.0691258017409278,0.477063704872905,0.00133359034242631,107.151792554625
415,0,0,2,5,0,5,0.0691258017409278,0.477063704872905,0.00133359034242631,107.151792554625
416,0,0,2,5,0,5,0.0691258017409278,0.477063704872905,0.00133359034242631,107.151792554625
417,0,0,2,5,0,5,0.0691258017409278,0.477063704872905,0.00133359034242631,107.151792554625
418,0,0,2,5,0,5,0.0691258017409278,0.477063704872905,0.00133359034242631,107.151792554625
419,0,0,2,5,0,5,0.0691258017409278,0.477063704872905,0.00133359034242631,107.151792554625
420,0,0,2,5,0,5,0.0691258017409278,0.477063704872905,0.00133359034242631,107.151792554625
421,0,0,2,5,0,5,0.0691258017409278,0.477063704872905,0.00133359034242631,107.151792554625
422,0,0,2,5,0,5,0.0691258017409278,0.477063704872905,0.00133359034242631,107.151792554625
423,0,0,2,5,0,5,0.0691258017409278,0.477063704872905,0.00133359034242631,107.151792554625
424,0,0,2,5,0,5,0.0691258017409278,0.477063704872905,0.00133359034242631,107.151792554625
425,0,0,2,5,0,5,0.0691258017409278,0.477063704872905,0.00133359034242631,107.151792554625
426,0,0,2,5,0,5,0.0691258017409278,0.477063704872905,0.00133359034242631,107.151792554625
427,0,0,2,5,0,5,0.0691258017409278,0.477063704872905,0.00133359034242631,107.151792554625
428,0,0,2,5,0,5,0.0691258017409278,0.477063704872905,0.00133359034242631,107.151792554625
429,0,0,2,5,0,5,0.0691258017409278,0.477063704872905,0.00133359034242631,107.151792554625
430,0,0,2,5,0,5,0.0691258017409278,0.477063704872905,0.00133359034242631,107.151792554625
431,0,0,2,5,0,5,0.0691258017409278,0.477063704872905,0.00133359034242631,107.151792554625
432,0,0,2,5,0,5,0.0691258017409278,0.477063704872905,0.00133359034242631,107.151792554625
147,0,0,1,0,0,2,0.0713205439205298,0.555353840099399,8.44635736452215e-06,136.384894642364
386,0,0,2,4,0,1,0.0716577643271477,0.498606413157803,0.000692011638785406,98.9395963003571
413,0,0,2,5,0,4,0.0719619836062328,0.471503762866391,0.00130846622865477,105.327947852966
390,0,0,2,4,0,5,0.0723334724760627,0.468659198037372,0.00129086907368181,105.392895889778
294,0,0,2,0,0,5,0.0725048453911294,0.51050814235117,0.000370537573930352,99.1719103843188
395,0,0,2,4,1,4,0.0744312798581906,0.672872894262433,8.9225227144496e-06,110.536670690862
394,0,0,2,4,1,3,0.0747671037407586,0.673016840425831,8.86164505042863e-06,108.537286025775
324,0,0,2,1,1,5,0.0849348920102163,0.57093347411301,2.25152685809915e-05,113.807297317659
387,0,0,2,4,0,2,0.0936434063135152,0.473166032784964,0.00120641334042981,99.7911129068514
396,0,0,2,4,1,5,0.0981229004174163,0.516773828591738,0.000420800108522079,118.311244744845
397,0,0,2,4,1,5,0.0981229004174163,0.516773828591738,0.000420800108522079,118.311244744845
398,0,0,2,4,1,5,0.0981229004174163,0.516773828591738,0.000420800108522079,118.311244744845
399,0,0,2,4,1,5,0.0981229004174163,0.516773828591738,0.000420800108522079,118.311244744845
400,0,0,2,4,1,5,0.0981229004174163,0.516773828591738,0.000420800108522079,118.311244744845
401,0,0,2,4,1,5,0.0981229004174163,0.516773828591738,0.000420800108522079,118.311244744845
402,0,0,2,4,1,5,0.0981229004174163,0.516773828591738,0.000420800108522079,118.311244744845
403,0,0,2,4,1,5,0.0981229004174163,0.516773828591738,0.000420800108522079,118.311244744845
404,0,0,2,4,1,5,0.0981229004174163,0.516773828591738,0.000420800108522079,118.311244744845
