"","p","d","q","P","D","Q","p_valor","p_estac","p_ind","AIC"
"8795",2,2,1,0,1,3,0,0,0,0
"8796",2,2,1,0,1,4,0,0,0,0
"8797",2,2,1,0,1,5,0,0,0,0
"8798",2,2,1,0,2,0,0,0,0,0
"8799",2,2,1,0,2,1,0,0,0,0
"8800",2,2,1,0,2,2,0,0,0,0
"8801",2,2,1,0,2,3,0,0,0,0
"8802",2,2,1,0,2,4,0,0,0,0
"8803",2,2,1,0,2,5,0,0,0,0
"8804",2,2,1,0,3,0,0,0,0,0
"8805",2,2,1,0,3,1,0,0,0,0
"8806",2,2,1,0,3,2,0,0,0,0
"8807",2,2,1,0,3,3,0,0,0,0
"8808",2,2,1,0,3,4,0,0,0,0
"8809",2,2,1,0,3,5,0,0,0,0
"8810",2,2,1,1,0,0,0,0,0,0
"8811",2,2,1,1,0,1,0,0,0,0
"8812",2,2,1,1,0,2,0,0,0,0
"8813",2,2,1,1,0,3,0,0,0,0
"8814",2,2,1,1,0,4,0,0,0,0
"8815",2,2,1,1,0,5,0,0,0,0
"8816",2,2,1,1,1,0,0,0,0,0
"8817",2,2,1,1,1,1,0,0,0,0
"8818",2,2,1,1,1,2,0,0,0,0
"8819",2,2,1,1,1,3,0,0,0,0
"8820",2,2,1,1,1,4,0,0,0,0
"8821",2,2,1,1,1,5,0,0,0,0
"8822",2,2,1,1,2,0,0,0,0,0
"8823",2,2,1,1,2,1,0,0,0,0
"8824",2,2,1,1,2,2,0,0,0,0
"8825",2,2,1,1,2,3,0,0,0,0
"8826",2,2,1,1,2,4,0,0,0,0
"8827",2,2,1,1,2,5,0,0,0,0
"8828",2,2,1,1,3,0,0,0,0,0
"8829",2,2,1,1,3,1,0,0,0,0
"8830",2,2,1,1,3,2,0,0,0,0
"8831",2,2,1,1,3,3,0,0,0,0
"8832",2,2,1,1,3,4,0,0,0,0
"8833",2,2,1,1,3,5,0,0,0,0
"8834",2,2,1,2,0,0,0,0,0,0
"8835",2,2,1,2,0,1,0,0,0,0
"8836",2,2,1,2,0,2,0,0,0,0
"8837",2,2,1,2,0,3,0,0,0,0
"8838",2,2,1,2,0,4,0,0,0,0
"8839",2,2,1,2,0,5,0,0,0,0
"8840",2,2,1,2,1,0,0,0,0,0
"8841",2,2,1,2,1,1,0,0,0,0
"8842",2,2,1,2,1,2,0,0,0,0
"8843",2,2,1,2,1,3,0,0,0,0
"8844",2,2,1,2,1,4,0,0,0,0
"8845",2,2,1,2,1,5,0,0,0,0
"8846",2,2,1,2,2,0,0,0,0,0
"8847",2,2,1,2,2,1,0,0,0,0
"8848",2,2,1,2,2,2,0,0,0,0
"8849",2,2,1,2,2,3,0,0,0,0
"8850",2,2,1,2,2,4,0,0,0,0
"8851",2,2,1,2,2,5,0,0,0,0
"8852",2,2,1,2,3,0,0,0,0,0
"8853",2,2,1,2,3,1,0,0,0,0
"8854",2,2,1,2,3,2,0,0,0,0
"8855",2,2,1,2,3,3,0,0,0,0
"8856",2,2,1,2,3,4,0,0,0,0
"8857",2,2,1,2,3,5,0,0,0,0
"8858",2,2,1,3,0,0,0,0,0,0
"8859",2,2,1,3,0,1,0,0,0,0
"8860",2,2,1,3,0,2,0,0,0,0
"8861",2,2,1,3,0,3,0,0,0,0
"8862",2,2,1,3,0,4,0,0,0,0
"8863",2,2,1,3,0,5,0,0,0,0
"8864",2,2,1,3,1,0,0,0,0,0
"8865",2,2,1,3,1,1,0,0,0,0
"8866",2,2,1,3,1,2,0,0,0,0
"8867",2,2,1,3,1,3,0,0,0,0
"8868",2,2,1,3,1,4,0,0,0,0
"8869",2,2,1,3,1,5,0,0,0,0
"8870",2,2,1,3,2,0,0,0,0,0
"8871",2,2,1,3,2,1,0,0,0,0
"8872",2,2,1,3,2,2,0,0,0,0
"8873",2,2,1,3,2,3,0,0,0,0
"8874",2,2,1,3,2,4,0,0,0,0
"8875",2,2,1,3,2,5,0,0,0,0
"8876",2,2,1,3,3,0,0,0,0,0
"8877",2,2,1,3,3,1,0,0,0,0
"8878",2,2,1,3,3,2,0,0,0,0
"8879",2,2,1,3,3,3,0,0,0,0
"8880",2,2,1,3,3,4,0,0,0,0
"8881",2,2,1,3,3,5,0,0,0,0
"8882",2,2,1,4,0,0,0,0,0,0
"8883",2,2,1,4,0,1,0,0,0,0
"8884",2,2,1,4,0,2,0,0,0,0
"8885",2,2,1,4,0,3,0,0,0,0
"8886",2,2,1,4,0,4,0,0,0,0
"8887",2,2,1,4,0,5,0,0,0,0
"8888",2,2,1,4,1,0,0,0,0,0
"8889",2,2,1,4,1,1,0,0,0,0
"8890",2,2,1,4,1,2,0,0,0,0
"8891",2,2,1,4,1,3,0,0,0,0
"8892",2,2,1,4,1,4,0,0,0,0
"8893",2,2,1,4,1,5,0,0,0,0
"8894",2,2,1,4,2,0,0,0,0,0
"8895",2,2,1,4,2,1,0,0,0,0
"8896",2,2,1,4,2,2,0,0,0,0
"8897",2,2,1,4,2,3,0,0,0,0
"8898",2,2,1,4,2,4,0,0,0,0
"8899",2,2,1,4,2,5,0,0,0,0
"8900",2,2,1,4,3,0,0,0,0,0
"8901",2,2,1,4,3,1,0,0,0,0
"8902",2,2,1,4,3,2,0,0,0,0
"8903",2,2,1,4,3,3,0,0,0,0
"8904",2,2,1,4,3,4,0,0,0,0
"8905",2,2,1,4,3,5,0,0,0,0
"8906",2,2,1,5,0,0,0,0,0,0
"8907",2,2,1,5,0,1,0,0,0,0
"8908",2,2,1,5,0,2,0,0,0,0
"8909",2,2,1,5,0,3,0,0,0,0
"8910",2,2,1,5,0,4,0,0,0,0
"8911",2,2,1,5,0,5,0,0,0,0
"8912",2,2,1,5,1,0,0,0,0,0
"8913",2,2,1,5,1,1,0,0,0,0
"8914",2,2,1,5,1,2,0,0,0,0
"8915",2,2,1,5,1,3,0,0,0,0
"8916",2,2,1,5,1,4,0,0,0,0
"8917",2,2,1,5,1,5,0,0,0,0
"8918",2,2,1,5,2,0,0,0,0,0
"8919",2,2,1,5,2,1,0,0,0,0
"8920",2,2,1,5,2,2,0,0,0,0
"8921",2,2,1,5,2,3,0,0,0,0
"8922",2,2,1,5,2,4,0,0,0,0
"8923",2,2,1,5,2,5,0,0,0,0
"8924",2,2,1,5,3,0,0,0,0,0
"8925",2,2,1,5,3,1,0,0,0,0
"8926",2,2,1,5,3,2,0,0,0,0
"8927",2,2,1,5,3,3,0,0,0,0
"8928",2,2,1,5,3,4,0,0,0,0
"8929",2,2,1,5,3,5,0,0,0,0
"8930",2,2,2,0,0,0,0,0,0,0
"8931",2,2,2,0,0,1,0,0,0,0
"8932",2,2,2,0,0,2,0,0,0,0
"8933",2,2,2,0,0,3,0,0,0,0
"8934",2,2,2,0,0,4,0,0,0,0
"8935",2,2,2,0,0,5,0,0,0,0
"8936",2,2,2,0,1,0,0,0,0,0
"8937",2,2,2,0,1,1,0,0,0,0
"8938",2,2,2,0,1,2,0,0,0,0
"8939",2,2,2,0,1,3,0,0,0,0
"8940",2,2,2,0,1,4,0,0,0,0
"8941",2,2,2,0,1,5,0,0,0,0
"8942",2,2,2,0,2,0,0,0,0,0
"8943",2,2,2,0,2,1,0,0,0,0
"8944",2,2,2,0,2,2,0,0,0,0
"8945",2,2,2,0,2,3,0,0,0,0
"8946",2,2,2,0,2,4,0,0,0,0
"8947",2,2,2,0,2,5,0,0,0,0
"8948",2,2,2,0,3,0,0,0,0,0
"8949",2,2,2,0,3,1,0,0,0,0
"8950",2,2,2,0,3,2,0,0,0,0
"8951",2,2,2,0,3,3,0,0,0,0
"8952",2,2,2,0,3,4,0,0,0,0
"8953",2,2,2,0,3,5,0,0,0,0
"8954",2,2,2,1,0,0,0,0,0,0
"8955",2,2,2,1,0,1,0,0,0,0
"8956",2,2,2,1,0,2,0,0,0,0
"8957",2,2,2,1,0,3,0,0,0,0
"8958",2,2,2,1,0,4,0,0,0,0
"8959",2,2,2,1,0,5,0,0,0,0
"8960",2,2,2,1,1,0,0,0,0,0
"8961",2,2,2,1,1,1,0,0,0,0
"8962",2,2,2,1,1,2,0,0,0,0
"8963",2,2,2,1,1,3,0,0,0,0
"8964",2,2,2,1,1,4,0,0,0,0
"8965",2,2,2,1,1,5,0,0,0,0
"8966",2,2,2,1,2,0,0,0,0,0
"8967",2,2,2,1,2,1,0,0,0,0
"8968",2,2,2,1,2,2,0,0,0,0
"8969",2,2,2,1,2,3,0,0,0,0
"8970",2,2,2,1,2,4,0,0,0,0
"8971",2,2,2,1,2,5,0,0,0,0
"8972",2,2,2,1,3,0,0,0,0,0
"8973",2,2,2,1,3,1,0,0,0,0
"8974",2,2,2,1,3,2,0,0,0,0
"8975",2,2,2,1,3,3,0,0,0,0
"8976",2,2,2,1,3,4,0,0,0,0
"8977",2,2,2,1,3,5,0,0,0,0
"8978",2,2,2,2,0,0,0,0,0,0
"8979",2,2,2,2,0,1,0,0,0,0
"8980",2,2,2,2,0,2,0,0,0,0
"8981",2,2,2,2,0,3,0,0,0,0
"8982",2,2,2,2,0,4,0,0,0,0
"8983",2,2,2,2,0,5,0,0,0,0
"8984",2,2,2,2,1,0,0,0,0,0
"8985",2,2,2,2,1,1,0,0,0,0
"8986",2,2,2,2,1,2,0,0,0,0
"8987",2,2,2,2,1,3,0,0,0,0
"8988",2,2,2,2,1,4,0,0,0,0
"8989",2,2,2,2,1,5,0,0,0,0
"8990",2,2,2,2,2,0,0,0,0,0
"8991",2,2,2,2,2,1,0,0,0,0
"8992",2,2,2,2,2,2,0,0,0,0
"8993",2,2,2,2,2,3,0,0,0,0
"8994",2,2,2,2,2,4,0,0,0,0
"8995",2,2,2,2,2,5,0,0,0,0
"8996",2,2,2,2,3,0,0,0,0,0
"8997",2,2,2,2,3,1,0,0,0,0
"8998",2,2,2,2,3,2,0,0,0,0
"8999",2,2,2,2,3,3,0,0,0,0
"9000",2,2,2,2,3,4,0,0,0,0
"9001",2,2,2,2,3,5,0,0,0,0
"9002",2,2,2,3,0,0,0,0,0,0
"9003",2,2,2,3,0,1,0,0,0,0
"9004",2,2,2,3,0,2,0,0,0,0
"9005",2,2,2,3,0,3,0,0,0,0
"9006",2,2,2,3,0,4,0,0,0,0
"9007",2,2,2,3,0,5,0,0,0,0
"9008",2,2,2,3,1,0,0,0,0,0
"9009",2,2,2,3,1,1,0,0,0,0
"9010",2,2,2,3,1,2,0,0,0,0
"9011",2,2,2,3,1,3,0,0,0,0
"9012",2,2,2,3,1,4,0,0,0,0
"9013",2,2,2,3,1,5,0,0,0,0
"9014",2,2,2,3,2,0,0,0,0,0
"9015",2,2,2,3,2,1,0,0,0,0
"9016",2,2,2,3,2,2,0,0,0,0
"9017",2,2,2,3,2,3,0,0,0,0
"9018",2,2,2,3,2,4,0,0,0,0
"9019",2,2,2,3,2,5,0,0,0,0
"9020",2,2,2,3,3,0,0,0,0,0
"9021",2,2,2,3,3,1,0,0,0,0
"9022",2,2,2,3,3,2,0,0,0,0
"9023",2,2,2,3,3,3,0,0,0,0
"9024",2,2,2,3,3,4,0,0,0,0
"9025",2,2,2,3,3,5,0,0,0,0
"9026",2,2,2,4,0,0,0,0,0,0
"9027",2,2,2,4,0,1,0,0,0,0
"9028",2,2,2,4,0,2,0,0,0,0
"9029",2,2,2,4,0,3,0,0,0,0
"9030",2,2,2,4,0,4,0,0,0,0
"9031",2,2,2,4,0,5,0,0,0,0
"9032",2,2,2,4,1,0,0,0,0,0
"9033",2,2,2,4,1,1,0,0,0,0
"9034",2,2,2,4,1,2,0,0,0,0
"9035",2,2,2,4,1,3,0,0,0,0
"9036",2,2,2,4,1,4,0,0,0,0
"9037",2,2,2,4,1,5,0,0,0,0
"9038",2,2,2,4,2,0,0,0,0,0
"9039",2,2,2,4,2,1,0,0,0,0
"9040",2,2,2,4,2,2,0,0,0,0
"9041",2,2,2,4,2,3,0,0,0,0
"9042",2,2,2,4,2,4,0,0,0,0
"9043",2,2,2,4,2,5,0,0,0,0
"9044",2,2,2,4,3,0,0,0,0,0
"9045",2,2,2,4,3,1,0,0,0,0
"9046",2,2,2,4,3,2,0,0,0,0
"9047",2,2,2,4,3,3,0,0,0,0
"9048",2,2,2,4,3,4,0,0,0,0
"9049",2,2,2,4,3,5,0,0,0,0
"9050",2,2,2,5,0,0,0,0,0,0
"9051",2,2,2,5,0,1,0,0,0,0
"9052",2,2,2,5,0,2,0,0,0,0
"9053",2,2,2,5,0,3,0,0,0,0
"9054",2,2,2,5,0,4,0,0,0,0
"9055",2,2,2,5,0,5,0,0,0,0
"9056",2,2,2,5,1,0,0,0,0,0
"9057",2,2,2,5,1,1,0,0,0,0
"9058",2,2,2,5,1,2,0,0,0,0
"9059",2,2,2,5,1,3,0,0,0,0
"9060",2,2,2,5,1,4,0,0,0,0
"9061",2,2,2,5,1,5,0,0,0,0
"9062",2,2,2,5,2,0,0,0,0,0
"9063",2,2,2,5,2,1,0,0,0,0
"9064",2,2,2,5,2,2,0,0,0,0
"9065",2,2,2,5,2,3,0,0,0,0
"9066",2,2,2,5,2,4,0,0,0,0
"9067",2,2,2,5,2,5,0,0,0,0
"9068",2,2,2,5,3,0,0,0,0,0
"9069",2,2,2,5,3,1,0,0,0,0
"9070",2,2,2,5,3,2,0,0,0,0
"9071",2,2,2,5,3,3,0,0,0,0
"9072",2,2,2,5,3,4,0,0,0,0
"9073",2,2,2,5,3,5,0,0,0,0
"9074",2,2,3,0,0,0,0,0,0,0
"9075",2,2,3,0,0,1,0,0,0,0
"9076",2,2,3,0,0,2,0,0,0,0
"9077",2,2,3,0,0,3,0,0,0,0
"9078",2,2,3,0,0,4,0,0,0,0
"9079",2,2,3,0,0,5,0,0,0,0
"9080",2,2,3,0,1,0,0,0,0,0
"9081",2,2,3,0,1,1,0,0,0,0
"9082",2,2,3,0,1,2,0,0,0,0
"9083",2,2,3,0,1,3,0,0,0,0
"9084",2,2,3,0,1,4,0,0,0,0
"9085",2,2,3,0,1,5,0,0,0,0
"9086",2,2,3,0,2,0,0,0,0,0
"9087",2,2,3,0,2,1,0,0,0,0
"9088",2,2,3,0,2,2,0,0,0,0
"9089",2,2,3,0,2,3,0,0,0,0
"9090",2,2,3,0,2,4,0,0,0,0
"9091",2,2,3,0,2,5,0,0,0,0
"9092",2,2,3,0,3,0,0,0,0,0
"9093",2,2,3,0,3,1,0,0,0,0
"9094",2,2,3,0,3,2,0,0,0,0
"9095",2,2,3,0,3,3,0,0,0,0
"9096",2,2,3,0,3,4,0,0,0,0
"9097",2,2,3,0,3,5,0,0,0,0
"9098",2,2,3,1,0,0,0,0,0,0
"9099",2,2,3,1,0,1,0,0,0,0
"9100",2,2,3,1,0,2,0,0,0,0
"9101",2,2,3,1,0,3,0,0,0,0
"9102",2,2,3,1,0,4,0,0,0,0
"9103",2,2,3,1,0,5,0,0,0,0
"9104",2,2,3,1,1,0,0,0,0,0
"9105",2,2,3,1,1,1,0,0,0,0
"9106",2,2,3,1,1,2,0,0,0,0
"9107",2,2,3,1,1,3,0,0,0,0
"9108",2,2,3,1,1,4,0,0,0,0
"9109",2,2,3,1,1,5,0,0,0,0
"9110",2,2,3,1,2,0,0,0,0,0
"9111",2,2,3,1,2,1,0,0,0,0
"9112",2,2,3,1,2,2,0,0,0,0
"9113",2,2,3,1,2,3,0,0,0,0
"9114",2,2,3,1,2,4,0,0,0,0
"9115",2,2,3,1,2,5,0,0,0,0
"9116",2,2,3,1,3,0,0,0,0,0
"9117",2,2,3,1,3,1,0,0,0,0
"9118",2,2,3,1,3,2,0,0,0,0
"9119",2,2,3,1,3,3,0,0,0,0
"9120",2,2,3,1,3,4,0,0,0,0
"9121",2,2,3,1,3,5,0,0,0,0
"9122",2,2,3,2,0,0,0,0,0,0
"9123",2,2,3,2,0,1,0,0,0,0
"9124",2,2,3,2,0,2,0,0,0,0
"9125",2,2,3,2,0,3,0,0,0,0
"9126",2,2,3,2,0,4,0,0,0,0
"9127",2,2,3,2,0,5,0,0,0,0
"9128",2,2,3,2,1,0,0,0,0,0
"9129",2,2,3,2,1,1,0,0,0,0
"9130",2,2,3,2,1,2,0,0,0,0
"9131",2,2,3,2,1,3,0,0,0,0
"9132",2,2,3,2,1,4,0,0,0,0
"9133",2,2,3,2,1,5,0,0,0,0
"9134",2,2,3,2,2,0,0,0,0,0
"9135",2,2,3,2,2,1,0,0,0,0
"9136",2,2,3,2,2,2,0,0,0,0
"9137",2,2,3,2,2,3,0,0,0,0
"9138",2,2,3,2,2,4,0,0,0,0
"9139",2,2,3,2,2,5,0,0,0,0
"9140",2,2,3,2,3,0,0,0,0,0
"9141",2,2,3,2,3,1,0,0,0,0
"9142",2,2,3,2,3,2,0,0,0,0
"9143",2,2,3,2,3,3,0,0,0,0
"9144",2,2,3,2,3,4,0,0,0,0
"9145",2,2,3,2,3,5,0,0,0,0
"9146",2,2,3,3,0,0,0,0,0,0
"9147",2,2,3,3,0,1,0,0,0,0
"9148",2,2,3,3,0,2,0,0,0,0
"9149",2,2,3,3,0,3,0,0,0,0
"9150",2,2,3,3,0,4,0,0,0,0
"9151",2,2,3,3,0,5,0,0,0,0
"9152",2,2,3,3,1,0,0,0,0,0
"9153",2,2,3,3,1,1,0,0,0,0
"9154",2,2,3,3,1,2,0,0,0,0
"9155",2,2,3,3,1,3,0,0,0,0
"9156",2,2,3,3,1,4,0,0,0,0
"9157",2,2,3,3,1,5,0,0,0,0
"9158",2,2,3,3,2,0,0,0,0,0
"9159",2,2,3,3,2,1,0,0,0,0
"9160",2,2,3,3,2,2,0,0,0,0
"9161",2,2,3,3,2,3,0,0,0,0
"9162",2,2,3,3,2,4,0,0,0,0
"9163",2,2,3,3,2,5,0,0,0,0
"9164",2,2,3,3,3,0,0,0,0,0
"9165",2,2,3,3,3,1,0,0,0,0
"9166",2,2,3,3,3,2,0,0,0,0
"9167",2,2,3,3,3,3,0,0,0,0
"9168",2,2,3,3,3,4,0,0,0,0
"9169",2,2,3,3,3,5,0,0,0,0
"9170",2,2,3,4,0,0,0,0,0,0
"9171",2,2,3,4,0,1,0,0,0,0
"9172",2,2,3,4,0,2,0,0,0,0
"9173",2,2,3,4,0,3,0,0,0,0
"9174",2,2,3,4,0,4,0,0,0,0
"9175",2,2,3,4,0,5,0,0,0,0
"9176",2,2,3,4,1,0,0,0,0,0
"9177",2,2,3,4,1,1,0,0,0,0
"9178",2,2,3,4,1,2,0,0,0,0
"9179",2,2,3,4,1,3,0,0,0,0
"9180",2,2,3,4,1,4,0,0,0,0
"9181",2,2,3,4,1,5,0,0,0,0
"9182",2,2,3,4,2,0,0,0,0,0
"9183",2,2,3,4,2,1,0,0,0,0
"9184",2,2,3,4,2,2,0,0,0,0
"9185",2,2,3,4,2,3,0,0,0,0
"9186",2,2,3,4,2,4,0,0,0,0
"9187",2,2,3,4,2,5,0,0,0,0
"9188",2,2,3,4,3,0,0,0,0,0
"9189",2,2,3,4,3,1,0,0,0,0
"9190",2,2,3,4,3,2,0,0,0,0
"9191",2,2,3,4,3,3,0,0,0,0
"9192",2,2,3,4,3,4,0,0,0,0
"9193",2,2,3,4,3,5,0,0,0,0
"9194",2,2,3,5,0,0,0,0,0,0
"9195",2,2,3,5,0,1,0,0,0,0
"9196",2,2,3,5,0,2,0,0,0,0
"9197",2,2,3,5,0,3,0,0,0,0
"9198",2,2,3,5,0,4,0,0,0,0
"9199",2,2,3,5,0,5,0,0,0,0
"9200",2,2,3,5,1,0,0,0,0,0
"9201",2,2,3,5,1,1,0,0,0,0
"9202",2,2,3,5,1,2,0,0,0,0
"9203",2,2,3,5,1,3,0,0,0,0
"9204",2,2,3,5,1,4,0,0,0,0
"9205",2,2,3,5,1,5,0,0,0,0
"9206",2,2,3,5,2,0,0,0,0,0
"9207",2,2,3,5,2,1,0,0,0,0
"9208",2,2,3,5,2,2,0,0,0,0
"9209",2,2,3,5,2,3,0,0,0,0
"9210",2,2,3,5,2,4,0,0,0,0
"9211",2,2,3,5,2,5,0,0,0,0
"9212",2,2,3,5,3,0,0,0,0,0
"9213",2,2,3,5,3,1,0,0,0,0
"9214",2,2,3,5,3,2,0,0,0,0
"9215",2,2,3,5,3,3,0,0,0,0
"9216",2,2,3,5,3,4,0,0,0,0
"9217",2,2,3,5,3,5,0,0,0,0
"9218",2,2,4,0,0,0,0,0,0,0
"9219",2,2,4,0,0,1,0,0,0,0
"9220",2,2,4,0,0,2,0,0,0,0
"9221",2,2,4,0,0,3,0,0,0,0
"9222",2,2,4,0,0,4,0,0,0,0
"9223",2,2,4,0,0,5,0,0,0,0
"9224",2,2,4,0,1,0,0,0,0,0
"9225",2,2,4,0,1,1,0,0,0,0
"9226",2,2,4,0,1,2,0,0,0,0
"9227",2,2,4,0,1,3,0,0,0,0
"9228",2,2,4,0,1,4,0,0,0,0
"9229",2,2,4,0,1,5,0,0,0,0
"9230",2,2,4,0,2,0,0,0,0,0
"9231",2,2,4,0,2,1,0,0,0,0
"9232",2,2,4,0,2,2,0,0,0,0
"9233",2,2,4,0,2,3,0,0,0,0
"9234",2,2,4,0,2,4,0,0,0,0
"9235",2,2,4,0,2,5,0,0,0,0
"9236",2,2,4,0,3,0,0,0,0,0
"9237",2,2,4,0,3,1,0,0,0,0
"9238",2,2,4,0,3,2,0,0,0,0
"9239",2,2,4,0,3,3,0,0,0,0
"9240",2,2,4,0,3,4,0,0,0,0
"9241",2,2,4,0,3,5,0,0,0,0
"9242",2,2,4,1,0,0,0,0,0,0
"9243",2,2,4,1,0,1,0,0,0,0
"9244",2,2,4,1,0,2,0,0,0,0
"9245",2,2,4,1,0,3,0,0,0,0
"9246",2,2,4,1,0,4,0,0,0,0
"9247",2,2,4,1,0,5,0,0,0,0
"9248",2,2,4,1,1,0,0,0,0,0
"9249",2,2,4,1,1,1,0,0,0,0
"9250",2,2,4,1,1,2,0,0,0,0
"9251",2,2,4,1,1,3,0,0,0,0
"9252",2,2,4,1,1,4,0,0,0,0
"9253",2,2,4,1,1,5,0,0,0,0
"9254",2,2,4,1,2,0,0,0,0,0
"9255",2,2,4,1,2,1,0,0,0,0
"9256",2,2,4,1,2,2,0,0,0,0
"9257",2,2,4,1,2,3,0,0,0,0
"9258",2,2,4,1,2,4,0,0,0,0
"9259",2,2,4,1,2,5,0,0,0,0
"9260",2,2,4,1,3,0,0,0,0,0
"9261",2,2,4,1,3,1,0,0,0,0
"9262",2,2,4,1,3,2,0,0,0,0
"9263",2,2,4,1,3,3,0,0,0,0
"9264",2,2,4,1,3,4,0,0,0,0
"9265",2,2,4,1,3,5,0,0,0,0
"9266",2,2,4,2,0,0,0,0,0,0
"9267",2,2,4,2,0,1,0,0,0,0
"9268",2,2,4,2,0,2,0,0,0,0
"9269",2,2,4,2,0,3,0,0,0,0
"9270",2,2,4,2,0,4,0,0,0,0
"9271",2,2,4,2,0,5,0,0,0,0
"9272",2,2,4,2,1,0,0,0,0,0
"9273",2,2,4,2,1,1,0,0,0,0
"9274",2,2,4,2,1,2,0,0,0,0
"9275",2,2,4,2,1,3,0,0,0,0
"9276",2,2,4,2,1,4,0,0,0,0
"9277",2,2,4,2,1,5,0,0,0,0
"9278",2,2,4,2,2,0,0,0,0,0
"9279",2,2,4,2,2,1,0,0,0,0
"9280",2,2,4,2,2,2,0,0,0,0
"9281",2,2,4,2,2,3,0,0,0,0
"9282",2,2,4,2,2,4,0,0,0,0
"9283",2,2,4,2,2,5,0,0,0,0
"9284",2,2,4,2,3,0,0,0,0,0
"9285",2,2,4,2,3,1,0,0,0,0
"9286",2,2,4,2,3,2,0,0,0,0
"9287",2,2,4,2,3,3,0,0,0,0
"9288",2,2,4,2,3,4,0,0,0,0
"9289",2,2,4,2,3,5,0,0,0,0
"9290",2,2,4,3,0,0,0,0,0,0
"9291",2,2,4,3,0,1,0,0,0,0
"9292",2,2,4,3,0,2,0,0,0,0
"9293",2,2,4,3,0,3,0,0,0,0
"9294",2,2,4,3,0,4,0,0,0,0
"9295",2,2,4,3,0,5,0,0,0,0
"9296",2,2,4,3,1,0,0,0,0,0
"9297",2,2,4,3,1,1,0,0,0,0
"9298",2,2,4,3,1,2,0,0,0,0
"9299",2,2,4,3,1,3,0,0,0,0
"9300",2,2,4,3,1,4,0,0,0,0
"9301",2,2,4,3,1,5,0,0,0,0
"9302",2,2,4,3,2,0,0,0,0,0
"9303",2,2,4,3,2,1,0,0,0,0
"9304",2,2,4,3,2,2,0,0,0,0
"9305",2,2,4,3,2,3,0,0,0,0
"9306",2,2,4,3,2,4,0,0,0,0
"9307",2,2,4,3,2,5,0,0,0,0
"9308",2,2,4,3,3,0,0,0,0,0
"9309",2,2,4,3,3,1,0,0,0,0
"9310",2,2,4,3,3,2,0,0,0,0
"9311",2,2,4,3,3,3,0,0,0,0
"9312",2,2,4,3,3,4,0,0,0,0
"9313",2,2,4,3,3,5,0,0,0,0
"9314",2,2,4,4,0,0,0,0,0,0
"9315",2,2,4,4,0,1,0,0,0,0
"9316",2,2,4,4,0,2,0,0,0,0
"9317",2,2,4,4,0,3,0,0,0,0
"9318",2,2,4,4,0,4,0,0,0,0
"9319",2,2,4,4,0,5,0,0,0,0
"9320",2,2,4,4,1,0,0,0,0,0
"9321",2,2,4,4,1,1,0,0,0,0
"9322",2,2,4,4,1,2,0,0,0,0
"9323",2,2,4,4,1,3,0,0,0,0
"9324",2,2,4,4,1,4,0,0,0,0
"9325",2,2,4,4,1,5,0,0,0,0
"9326",2,2,4,4,2,0,0,0,0,0
"9327",2,2,4,4,2,1,0,0,0,0
"9328",2,2,4,4,2,2,0,0,0,0
"9329",2,2,4,4,2,3,0,0,0,0
"9330",2,2,4,4,2,4,0,0,0,0
"9331",2,2,4,4,2,5,0,0,0,0
"9332",2,2,4,4,3,0,0,0,0,0
"9333",2,2,4,4,3,1,0,0,0,0
"9334",2,2,4,4,3,2,0,0,0,0
"9335",2,2,4,4,3,3,0,0,0,0
"9336",2,2,4,4,3,4,0,0,0,0
"9337",2,2,4,4,3,5,0,0,0,0
"9338",2,2,4,5,0,0,0,0,0,0
"9339",2,2,4,5,0,1,0,0,0,0
"9340",2,2,4,5,0,2,0,0,0,0
"9341",2,2,4,5,0,3,0,0,0,0
"9342",2,2,4,5,0,4,0,0,0,0
"9343",2,2,4,5,0,5,0,0,0,0
"9344",2,2,4,5,1,0,0,0,0,0
"9345",2,2,4,5,1,1,0,0,0,0
"9346",2,2,4,5,1,2,0,0,0,0
"9347",2,2,4,5,1,3,0,0,0,0
"9348",2,2,4,5,1,4,0,0,0,0
"9349",2,2,4,5,1,5,0,0,0,0
"9350",2,2,4,5,2,0,0,0,0,0
"9351",2,2,4,5,2,1,0,0,0,0
"9352",2,2,4,5,2,2,0,0,0,0
"9353",2,2,4,5,2,3,0,0,0,0
"9354",2,2,4,5,2,4,0,0,0,0
"9355",2,2,4,5,2,5,0,0,0,0
"9356",2,2,4,5,3,0,0,0,0,0
"9357",2,2,4,5,3,1,0,0,0,0
"9358",2,2,4,5,3,2,0,0,0,0
"9359",2,2,4,5,3,3,0,0,0,0
"9360",2,2,4,5,3,4,0,0,0,0
"9361",2,2,4,5,3,5,0,0,0,0
"9362",2,2,5,0,0,0,0,0,0,0
"9363",2,2,5,0,0,1,0,0,0,0
"9364",2,2,5,0,0,2,0,0,0,0
"9365",2,2,5,0,0,3,0,0,0,0
"9366",2,2,5,0,0,4,0,0,0,0
"9367",2,2,5,0,0,5,0,0,0,0
"9368",2,2,5,0,1,0,0,0,0,0
"9369",2,2,5,0,1,1,0,0,0,0
"9370",2,2,5,0,1,2,0,0,0,0
"9371",2,2,5,0,1,3,0,0,0,0
"9372",2,2,5,0,1,4,0,0,0,0
"9373",2,2,5,0,1,5,0,0,0,0
"9374",2,2,5,0,2,0,0,0,0,0
"9375",2,2,5,0,2,1,0,0,0,0
